Player,Age,Pos,Date,Tm,Opp,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
Rudy Gay,30-154,F,1/18/17,SAC,IND,1,28,8,13,0.615,5,9,0.556,3,4,0.75,2,2,1,3,1,4,0,2,1,3,3,21,16
Dario Saric,22-207,F,11/1/16,PHI,ORL,1,31,9,14,0.643,6,11,0.545,3,3,1,0,0,,1,2,3,1,1,0,3,2,21,14
Stephen Curry,28-234,G,11/3/16,GSW,OKC,1,30,6,14,0.429,4,8,0.5,2,6,0.333,7,8,0.875,0,1,1,7,2,1,1,1,21,19.7
Tony Parker,34-233,G,1/5/17,SAS,DEN,1,24,10,11,0.909,9,10,0.9,1,1,1,0,0,,0,3,3,9,0,0,1,1,21,23.1
Victor Oladipo,24-314,G,3/14/17,OKC,BRK,1,32,9,16,0.563,6,12,0.5,3,4,0.75,0,0,,2,1,3,0,4,0,2,3,21,15.9
Pau Gasol,36-128,F-C,11/11/16,SAS,DET,1,36,10,16,0.625,9,13,0.692,1,3,0.333,0,0,,4,5,9,6,1,2,1,2,21,22.9
Jordan McRae,25-282,G,1/4/17,CLE,CHI,1,33,7,15,0.467,6,10,0.6,1,5,0.2,6,7,0.857,1,2,3,2,0,2,2,4,21,13.4
Kristaps Porzingis,21-150,F-C,12/30/16,NYK,NOP,1,38,8,20,0.4,8,18,0.444,0,2,0,5,5,1,3,9,12,3,2,2,0,4,21,18.9
Devin Booker,20-037,G,12/6/16,PHO,UTA,1,26,9,13,0.692,8,10,0.8,1,3,0.333,2,3,0.667,0,2,2,1,1,0,4,1,21,13
D.J. Augustin,29-080,G,1/29/17,ORL,TOR,0,29,7,10,0.7,4,5,0.8,3,5,0.6,4,5,0.8,0,2,2,3,1,0,2,3,21,16.9
LeBron James,32-020,F-G,1/19/17,CLE,PHO,1,39,8,12,0.667,8,10,0.8,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4
Nikola Jokic,22-019,C-F,3/10/17,DEN,BOS,1,27,8,10,0.8,7,8,0.875,1,2,0.5,4,6,0.667,3,7,10,7,4,1,7,4,21,21.6
Jae Crowder,26-196,F,1/18/17,BOS,NYK,1,37,7,13,0.538,5,8,0.625,2,5,0.4,5,6,0.833,0,5,5,1,0,0,0,3,21,15.3
Wilson Chandler,29-237,F,1/2/17,DEN,GSW,1,37,8,16,0.5,5,8,0.625,3,8,0.375,2,3,0.667,1,3,4,2,2,1,3,2,21,14.5
Jae Crowder,26-112,F,10/26/16,BOS,BRK,1,29,9,15,0.6,6,7,0.857,3,8,0.375,0,0,,0,5,5,2,2,1,2,2,21,16.9
Zach LaVine,21-233,G,10/29/16,MIN,SAC,1,37,7,14,0.5,4,7,0.571,3,7,0.429,4,4,1,0,5,5,2,0,0,1,3,21,14.7
Al Horford,30-210,C-F,12/30/16,BOS,MIA,1,31,8,12,0.667,5,6,0.833,3,6,0.5,2,2,1,0,6,6,4,1,0,2,1,21,19
Marcus Smart,22-346,G,2/15/17,BOS,PHI,1,34,7,11,0.636,4,4,1,3,7,0.429,4,7,0.571,0,5,5,5,8,1,6,1,21,22.2
C.J. McCollum,25-169,G,3/7/17,POR,OKC,1,37,8,20,0.4,7,17,0.412,1,3,0.333,4,4,1,0,1,1,0,0,0,1,2,21,8.7
Joel Embiid,22-301,C-F,1/11/17,PHI,NYK,1,27,7,20,0.35,6,17,0.353,1,3,0.333,6,7,0.857,5,9,14,1,1,1,1,3,21,15.8
D'Angelo Russell,20-358,G,2/15/17,LAL,PHO,1,28,7,20,0.35,5,14,0.357,2,6,0.333,5,5,1,0,4,4,4,1,1,2,1,21,13.1
Jrue Holiday,26-159,G,11/18/16,NOP,POR,0,23,8,14,0.571,7,12,0.583,1,2,0.5,4,7,0.571,0,2,2,7,1,1,1,2,21,18.6
Victor Oladipo,24-177,G,10/28/16,OKC,PHO,1,44,7,17,0.412,6,13,0.462,1,4,0.25,6,7,0.857,1,4,5,2,2,1,4,2,21,12.7
Andrew Harrison,22-033,G,11/30/16,MEM,TOR,1,35,7,12,0.583,3,7,0.429,4,5,0.8,3,4,0.75,0,2,2,4,3,0,2,4,21,17.8
Tony Snell,25-116,G-F,3/6/17,MIL,PHI,1,31,8,11,0.727,3,4,0.75,5,7,0.714,0,0,,1,6,7,2,2,0,2,2,21,19.6
Jae Crowder,26-181,F,1/3/17,BOS,UTA,1,35,6,8,0.75,1,2,0.5,5,6,0.833,4,4,1,0,3,3,1,1,0,0,2,21,19.6
Jusuf Nurkic,22-208,C,3/19/17,POR,MIA,1,29,9,15,0.6,9,15,0.6,0,0,,3,8,0.375,6,7,13,0,0,3,0,3,21,19.3
Wilson Chandler,29-179,F,11/5/16,DEN,DET,0,31,9,18,0.5,8,14,0.571,1,4,0.25,2,2,1,3,6,9,0,0,0,2,1,21,13.5
Jeff Teague,28-283,G,3/20/17,IND,UTA,1,37,6,15,0.4,3,11,0.273,3,4,0.75,6,6,1,1,4,5,5,1,1,0,1,21,19.6
John Wall,26-059,G,11/4/16,WAS,ATL,1,33,7,17,0.412,6,15,0.4,1,2,0.5,6,8,0.75,3,7,10,6,2,0,2,3,21,18.3
Nikola Vucevic,26-065,C,12/28/16,ORL,CHO,0,27,10,13,0.769,10,13,0.769,0,0,,1,2,0.5,0,5,5,4,3,1,2,3,21,20.3
Doug McDermott,25-074,F,3/18/17,OKC,SAC,0,21,8,9,0.889,4,4,1,4,5,0.8,1,2,0.5,0,5,5,0,0,0,0,2,21,18.2
Goran Dragic,30-295,G,2/25/17,MIA,IND,1,28,8,12,0.667,7,9,0.778,1,3,0.333,4,5,0.8,0,2,2,4,2,0,0,4,21,19.2
Giannis Antetokounmpo,21-328,F-G,10/29/16,MIL,BRK,1,35,10,18,0.556,10,17,0.588,0,1,0,1,1,1,1,9,10,3,2,2,4,2,21,16.5
Goran Dragic,30-224,G,12/16/16,MIA,LAC,1,39,7,16,0.438,7,13,0.538,0,3,0,7,7,1,1,5,6,11,2,0,1,2,21,22.7
Allen Crabbe,24-297,G-F,1/31/17,POR,CHO,0,29,5,10,0.5,2,4,0.5,3,6,0.5,8,8,1,0,5,5,0,0,1,0,0,21,18.2
Troy Williams,22-093,F,4/2/17,HOU,PHO,1,39,7,12,0.583,1,3,0.333,6,9,0.667,1,2,0.5,1,4,5,3,1,0,1,5,21,17
Lou Williams,30-111,G,2/15/17,LAL,PHO,0,24,7,13,0.538,4,9,0.444,3,4,0.75,4,5,0.8,1,1,2,3,3,0,2,3,21,17.2
Jeff Teague,28-148,G,11/5/16,IND,CHI,1,29,9,14,0.643,6,9,0.667,3,5,0.6,0,0,,0,1,1,6,1,0,2,2,21,17.5
Jabari Parker,21-318,F,1/27/17,MIL,TOR,1,37,8,17,0.471,8,14,0.571,0,3,0,5,6,0.833,2,11,13,2,0,0,3,2,21,14.2
Kentavious Caldwell-Pope,23-255,G,10/30/16,DET,MIL,1,34,7,13,0.538,5,8,0.625,2,5,0.4,5,5,1,4,2,6,2,2,0,0,1,21,21.1
Julius Randle,22-008,F,12/7/16,LAL,HOU,1,29,9,19,0.474,9,18,0.5,0,1,0,3,4,0.75,5,5,10,1,0,0,3,2,21,12.8
Jordan Clarkson,24-212,G,1/5/17,LAL,POR,0,32,8,14,0.571,4,7,0.571,4,7,0.571,1,2,0.5,1,2,3,1,2,0,0,2,21,17.2
Jordan Clarkson,24-221,G,1/14/17,LAL,LAC,0,28,8,14,0.571,5,10,0.5,3,4,0.75,2,2,1,1,3,4,3,0,0,2,3,21,14.9
Markieff Morris,27-167,F,2/16/17,WAS,IND,1,32,8,12,0.667,5,8,0.625,3,4,0.75,2,2,1,2,5,7,2,2,0,1,3,21,19.9
Eric Gordon,28-040,G,2/3/17,HOU,CHI,0,34,8,17,0.471,3,7,0.429,5,10,0.5,0,0,,0,1,1,4,0,1,3,1,21,12.7
Ricky Rubio,26-088,G,1/17/17,MIN,SAS,1,39,4,9,0.444,4,8,0.5,0,1,0,13,14,0.929,0,2,2,15,2,0,3,2,21,25.2
Nikola Mirotic,26-052,F,4/4/17,CHI,NYK,1,36,7,16,0.438,5,8,0.625,2,8,0.25,5,5,1,3,7,10,0,0,0,1,2,21,15
Chris Paul,31-220,G,12/12/16,LAC,POR,1,36,7,14,0.5,4,8,0.5,3,6,0.5,4,4,1,1,4,5,14,2,0,2,3,21,24.5
Lance Stephenson,26-058,G-F,11/2/16,NOP,MEM,0,45,9,15,0.6,8,12,0.667,1,3,0.333,2,2,1,0,3,3,6,1,1,4,4,21,15.3
Jeremy Lin,28-066,G,10/28/16,BRK,IND,1,34,6,12,0.5,4,8,0.5,2,4,0.5,7,8,0.875,0,9,9,9,0,1,2,1,21,21.9
Giannis Antetokounmpo,22-094,F-G,3/10/17,MIL,IND,1,39,7,13,0.538,6,10,0.6,1,3,0.333,6,6,1,0,8,8,5,5,1,6,3,21,19.1
Otto Porter,23-238,F,1/27/17,WAS,ATL,1,33,7,11,0.636,2,4,0.5,5,7,0.714,2,3,0.667,0,11,11,4,0,2,0,1,21,22.8
Marvin Williams,30-211,F,1/16/17,CHO,BOS,1,29,8,14,0.571,5,8,0.625,3,6,0.5,2,2,1,0,5,5,0,0,0,0,2,21,15.1
Jameer Nelson,34-290,G,11/25/16,DEN,OKC,1,41,8,16,0.5,5,9,0.556,3,7,0.429,2,2,1,0,4,4,13,0,0,2,3,21,20.1
Tobias Harris,24-164,F,12/26/16,DET,CLE,0,29,7,14,0.5,4,8,0.5,3,6,0.5,4,4,1,0,6,6,4,0,0,1,0,21,17.6
Victor Oladipo,24-287,G,2/15/17,OKC,NYK,1,37,9,17,0.529,6,11,0.545,3,6,0.5,0,0,,0,4,4,2,1,0,2,1,21,13.9
Myles Turner,20-271,F-C,12/20/16,IND,NYK,1,32,6,14,0.429,4,10,0.4,2,4,0.5,7,8,0.875,1,8,9,1,1,4,1,1,21,19.4
Terrence Jones,25-018,F,1/27/17,NOP,SAS,0,24,8,14,0.571,7,12,0.583,1,2,0.5,4,5,0.8,2,5,7,1,0,0,0,2,21,16.8
Nicolas Batum,28-082,F-G,3/6/17,CHO,IND,1,34,7,19,0.368,4,10,0.4,3,9,0.333,4,4,1,0,4,4,4,3,1,3,1,21,14.8
Dion Waiters,25-056,G,2/4/17,MIA,PHI,1,26,7,10,0.7,2,4,0.5,5,6,0.833,2,2,1,0,1,1,7,2,1,3,0,21,21.7
Eric Gordon,28-027,G,1/21/17,HOU,MEM,0,30,7,16,0.438,4,5,0.8,3,11,0.273,4,4,1,0,3,3,5,1,1,1,2,21,16.9
Tim Hardaway,24-259,G,11/30/16,ATL,PHO,0,26,9,17,0.529,7,10,0.7,2,7,0.286,1,2,0.5,0,1,1,3,1,0,1,4,21,13.1
Jrue Holiday,26-214,G,1/12/17,NOP,BRK,1,31,7,15,0.467,3,9,0.333,4,6,0.667,3,4,0.75,1,4,5,4,2,0,4,3,21,14.4
Kemba Walker,26-185,G,11/9/16,CHO,UTA,1,34,7,20,0.35,6,13,0.462,1,7,0.143,6,6,1,0,5,5,6,4,0,2,3,21,16.3
Kemba Walker,26-194,G,11/18/16,CHO,ATL,1,34,8,20,0.4,6,13,0.462,2,7,0.286,3,6,0.5,0,5,5,6,2,0,1,0,21,15.7
Chris Paul,31-301,G,3/3/17,LAC,MIL,1,29,7,11,0.636,2,5,0.4,5,6,0.833,2,2,1,0,4,4,5,1,0,4,5,21,15.8
Nikola Vucevic,26-053,C,12/16/16,ORL,BRK,0,31,9,19,0.474,9,17,0.529,0,2,0,3,5,0.6,4,6,10,4,2,3,1,2,21,20.2
Kemba Walker,26-204,G,11/28/16,CHO,MEM,1,34,7,14,0.5,2,6,0.333,5,8,0.625,2,2,1,0,3,3,3,0,0,5,0,21,12
Dwyane Wade,35-052,G,3/10/17,CHI,HOU,1,25,9,18,0.5,8,12,0.667,1,6,0.167,2,2,1,2,1,3,2,2,0,3,2,21,13.3
Khris Middleton,25-210,F-G,3/10/17,MIL,IND,1,37,7,14,0.5,4,9,0.444,3,5,0.6,4,6,0.667,0,3,3,2,2,0,7,2,21,9.7
Danilo Gallinari,28-137,F,12/23/16,DEN,ATL,1,33,5,10,0.5,3,6,0.5,2,4,0.5,9,10,0.9,2,9,11,2,0,1,3,3,21,17.6
Tobias Harris,24-138,F,11/30/16,DET,BOS,1,35,9,20,0.45,6,14,0.429,3,6,0.5,0,0,,1,5,6,4,0,0,0,0,21,15.6
Chris Paul,31-236,G,12/28/16,LAC,NOP,1,31,7,15,0.467,5,8,0.625,2,7,0.286,5,5,1,3,5,8,6,1,0,1,3,21,19.9
Sergio Rodriguez,30-194,G,12/23/16,PHI,PHO,1,26,8,12,0.667,4,4,1,4,8,0.5,1,1,1,1,1,2,7,0,0,3,2,21,17.9
Brook Lopez,28-222,C,11/9/16,BRK,NYK,1,24,8,12,0.667,7,7,1,1,5,0.2,4,6,0.667,1,3,4,1,0,3,1,3,21,17.2
Brandon Ingram,19-200,F,3/21/17,LAL,LAC,1,40,8,14,0.571,6,10,0.6,2,4,0.5,3,8,0.375,1,4,5,3,2,0,2,1,21,16
Kyrie Irving,24-358,G,3/16/17,CLE,UTA,1,30,8,19,0.421,7,17,0.412,1,2,0.5,4,5,0.8,1,3,4,4,0,0,1,2,21,13.1
P.J. Tucker,31-206,F,11/27/16,PHO,DEN,1,42,6,10,0.6,3,5,0.6,3,5,0.6,6,7,0.857,1,7,8,1,1,0,0,3,21,19.3
Jamal Crawford,36-262,G,12/7/16,LAC,GSW,0,35,7,17,0.412,4,11,0.364,3,6,0.5,4,4,1,2,0,2,4,1,0,0,2,21,16.3
Paul Millsap,32-028,F,3/10/17,ATL,TOR,1,36,7,13,0.538,6,10,0.6,1,3,0.333,6,6,1,1,5,6,4,1,1,4,2,21,16.6
Marvin Williams,30-280,F,3/26/17,CHO,PHO,1,35,6,8,0.75,1,2,0.5,5,6,0.833,4,4,1,1,6,7,2,1,0,1,2,21,20.9
Kawhi Leonard,25-159,F,12/5/16,SAS,MIL,1,31,9,22,0.409,8,17,0.471,1,5,0.2,2,2,1,2,7,9,0,0,2,2,1,21,11.7
Wesley Matthews,30-108,G,1/30/17,DAL,CLE,1,37,6,16,0.375,4,7,0.571,2,9,0.222,7,7,1,1,3,4,2,0,0,0,3,21,14
J.J. Barea,32-133,G,11/6/16,DAL,MIL,1,46,8,18,0.444,6,11,0.545,2,7,0.286,3,3,1,0,6,6,5,1,0,4,2,21,13.1
Karl-Anthony Towns,20-359,C-F,11/8/16,MIN,BRK,1,32,8,15,0.533,7,11,0.636,1,4,0.25,4,4,1,4,3,7,4,0,1,3,5,21,15.9
Goran Dragic,30-280,G,2/10/17,MIA,BRK,1,35,9,18,0.5,8,14,0.571,1,4,0.25,2,3,0.667,1,3,4,5,1,0,3,2,21,13.9
Goran Dragic,30-215,G,12/7/16,MIA,ATL,1,35,8,17,0.471,7,13,0.538,1,4,0.25,4,4,1,0,2,2,4,1,1,3,4,21,12.8
Jeremy Lamb,24-182,G-F,11/28/16,CHO,MEM,0,23,7,11,0.636,5,6,0.833,2,5,0.4,5,7,0.714,2,7,9,0,1,1,0,1,21,20.1
Jeff Teague,28-161,G,11/18/16,IND,PHO,1,34,6,10,0.6,6,8,0.75,0,2,0,9,12,0.75,0,4,4,7,1,1,6,2,21,16.2
John Wall,26-081,G,11/26/16,WAS,SAS,1,37,8,16,0.5,8,15,0.533,0,1,0,5,7,0.714,0,3,3,5,1,0,4,3,21,12.4
Karl-Anthony Towns,20-346,C-F,10/26/16,MIN,MEM,1,36,9,20,0.45,7,15,0.467,2,5,0.4,1,1,1,2,2,4,5,1,1,2,3,21,14.6
Evan Fournier,24-048,G-F,12/16/16,ORL,BRK,1,31,5,15,0.333,2,8,0.25,3,7,0.429,8,9,0.889,1,3,4,1,0,0,1,2,21,12.6
Kawhi Leonard,25-153,F,11/29/16,SAS,ORL,1,32,6,16,0.375,5,12,0.417,1,4,0.25,8,9,0.889,1,1,2,0,2,0,2,1,21,12.4
Isaiah Thomas,28-031,G,3/10/17,BOS,DEN,1,34,7,14,0.5,6,8,0.75,1,6,0.167,6,6,1,0,2,2,5,0,0,2,5,21,14.1
Justin Hamilton,26-222,C,11/9/16,BRK,NYK,0,23,8,13,0.615,3,6,0.5,5,7,0.714,0,0,,1,3,4,0,1,0,0,0,21,17.7
Kevin Durant,28-072,F-G,12/10/16,GSW,MEM,1,31,7,13,0.538,4,7,0.571,3,6,0.5,4,5,0.8,0,7,7,1,1,2,3,2,21,15.7
Alec Burks,25-234,G,3/11/17,UTA,OKC,0,24,5,11,0.455,2,6,0.333,3,5,0.6,8,9,0.889,1,6,7,2,0,0,0,3,21,17.6
Chris Paul,31-192,G,11/14/16,LAC,BRK,1,25,8,11,0.727,4,5,0.8,4,6,0.667,1,1,1,1,3,4,9,5,0,1,2,21,27.6
Blake Griffin,28-007,F,3/23/17,LAC,DAL,1,39,9,23,0.391,8,20,0.4,1,3,0.333,2,4,0.5,0,5,5,2,1,0,4,1,21,7.2
Kristaps Porzingis,21-088,F-C,10/29/16,NYK,MEM,1,36,7,11,0.636,6,7,0.857,1,4,0.25,6,8,0.75,0,5,5,2,0,1,0,5,21,16.9
Blake Griffin,27-352,F,3/3/17,LAC,MIL,1,38,6,9,0.667,6,8,0.75,0,1,0,9,13,0.692,0,9,9,8,0,0,5,2,21,18
Evan Fournier,24-157,G-F,4/4/17,ORL,CLE,1,29,5,12,0.417,1,4,0.25,4,8,0.5,7,8,0.875,0,0,0,1,2,0,1,4,21,14.3
Ryan Anderson,28-338,F,4/9/17,HOU,SAC,1,23,7,9,0.778,1,1,1,6,8,0.75,1,1,1,0,1,1,0,1,0,0,0,21,18.8
Kemba Walker,26-260,G,1/23/17,CHO,WAS,1,36,7,24,0.292,5,14,0.357,2,10,0.2,5,7,0.714,0,2,2,5,0,1,0,1,21,10.6
Kyrie Irving,24-293,G,1/10/17,CLE,UTA,1,39,5,18,0.278,3,10,0.3,2,8,0.25,8,8,1,2,2,4,4,1,0,3,3,20,11
Kevin Love,28-109,F,12/25/16,CLE,GSW,1,32,5,13,0.385,2,6,0.333,3,7,0.429,7,8,0.875,1,5,6,3,1,0,0,5,20,15.8
Steven Adams,23-204,C,2/9/17,OKC,CLE,1,39,9,14,0.643,9,14,0.643,0,0,,2,3,0.667,9,4,13,1,1,2,4,3,20,18.8
Ersan Ilyasova,29-236,F,1/6/17,PHI,BOS,1,32,8,21,0.381,4,7,0.571,4,14,0.286,0,0,,0,2,2,3,2,2,2,2,20,11.8
Clint Capela,22-185,F-C,11/19/16,HOU,UTA,1,31,10,19,0.526,10,19,0.526,0,0,,0,2,0,3,5,8,5,0,1,0,3,20,16.5
Dwight Howard,31-005,C,12/13/16,ATL,ORL,1,29,9,10,0.9,9,10,0.9,0,0,,2,3,0.667,9,7,16,1,0,1,5,0,20,21
Zach Randolph,35-225,F,2/26/17,MEM,DEN,0,26,9,18,0.5,9,16,0.563,0,2,0,2,2,1,4,7,11,2,0,0,1,0,20,16.3
Rodney Hood,24-070,G-F,12/29/16,UTA,PHI,1,32,7,11,0.636,3,5,0.6,4,6,0.667,2,2,1,0,1,1,2,1,0,4,2,20,13
Jimmy Butler,27-193,G-F,3/26/17,CHI,MIL,1,39,8,13,0.615,7,12,0.583,1,1,1,3,5,0.6,1,5,6,14,3,0,6,1,20,21.9
Jae Crowder,26-206,F,1/28/17,BOS,MIL,1,38,5,13,0.385,1,3,0.333,4,10,0.4,6,6,1,1,5,6,4,0,1,0,4,20,17
Markieff Morris,27-128,F,1/8/17,WAS,MIL,1,38,9,15,0.6,8,12,0.667,1,3,0.333,1,2,0.5,5,5,10,1,3,0,3,3,20,17.2
Bradley Beal,23-165,G,12/10/16,WAS,MIL,1,37,6,15,0.4,5,11,0.455,1,4,0.25,7,8,0.875,0,0,0,6,0,0,1,0,20,14.7
Derrick Rose,28-111,G,1/23/17,NYK,IND,1,40,7,16,0.438,7,15,0.467,0,1,0,6,6,1,0,3,3,6,0,0,4,1,20,12.3
Courtney Lee,31-179,G,3/31/17,NYK,MIA,1,35,6,15,0.4,4,11,0.364,2,4,0.5,6,6,1,0,4,4,1,3,0,3,0,20,13.8
Hassan Whiteside,27-275,C,3/15/17,MIA,NOP,1,35,9,11,0.818,9,11,0.818,0,0,,2,2,1,4,13,17,0,1,2,5,4,20,18.4
Gary Harris,22-145,G,2/6/17,DEN,DAL,1,37,5,12,0.417,1,7,0.143,4,5,0.8,6,6,1,2,3,5,1,2,0,3,1,20,15.2
J.J. Redick,32-150,G,11/21/16,LAC,TOR,1,29,4,7,0.571,1,3,0.333,3,4,0.75,9,9,1,0,2,2,0,1,0,2,2,20,15.5
Myles Turner,21-000,F-C,3/24/17,IND,DEN,1,36,9,16,0.563,9,15,0.6,0,1,0,2,2,1,2,2,4,0,2,4,0,3,20,18
Kyle Lowry,30-264,G,12/14/16,TOR,PHI,1,37,6,12,0.5,1,2,0.5,5,10,0.5,3,3,1,1,3,4,7,0,0,0,2,20,19.7
Klay Thompson,27-059,G,4/8/17,GSW,NOP,1,27,5,16,0.313,2,7,0.286,3,9,0.333,7,7,1,1,2,3,2,0,1,0,0,20,14.2
Langston Galloway,25-029,G,1/7/17,NOP,BOS,0,22,6,13,0.462,2,4,0.5,4,9,0.444,4,5,0.8,0,4,4,1,0,0,0,3,20,13.6
D'Angelo Russell,20-346,G,2/3/17,LAL,BOS,1,32,8,20,0.4,6,11,0.545,2,9,0.222,2,2,1,1,5,6,6,1,1,2,3,20,14.1
Kyle O'Quinn,26-251,F-C,12/2/16,NYK,MIN,1,31,9,11,0.818,9,11,0.818,0,0,,2,2,1,7,7,14,2,0,2,2,4,20,22.1
Jamal Crawford,36-325,G,2/8/17,LAC,NYK,0,30,7,12,0.583,4,8,0.5,3,4,0.75,3,3,1,2,1,3,2,1,0,2,0,20,16.5
Ryan Anderson,28-187,F,11/9/16,HOU,SAS,1,36,5,11,0.455,1,5,0.2,4,6,0.667,6,7,0.857,1,8,9,0,1,0,0,2,20,17.2
Karl-Anthony Towns,21-017,C-F,12/2/16,MIN,NYK,1,30,5,18,0.278,2,13,0.154,3,5,0.6,7,8,0.875,3,5,8,1,0,3,4,4,20,9.8
Troy Daniels,25-261,G,4/2/17,MEM,LAL,0,31,7,13,0.538,1,2,0.5,6,11,0.545,0,0,,0,2,2,3,1,0,1,2,20,15.6
Andre Drummond,23-146,C,1/3/17,DET,IND,1,35,9,16,0.563,9,16,0.563,0,0,,2,2,1,7,7,14,2,1,2,0,4,20,21.6
Marcus Morris,27-206,F,3/27/17,DET,NYK,1,33,6,13,0.462,2,8,0.25,4,5,0.8,4,5,0.8,0,1,1,2,0,0,3,6,20,9.2
Victor Oladipo,24-283,G,2/11/17,OKC,GSW,1,35,9,15,0.6,7,11,0.636,2,4,0.5,0,0,,1,3,4,4,1,0,3,4,20,13.9
Wesley Matthews,30-076,G,12/29/16,DAL,LAL,1,35,6,14,0.429,2,5,0.4,4,9,0.444,4,6,0.667,1,5,6,2,0,0,0,1,20,15
Marc Gasol,31-274,C,10/29/16,MEM,NYK,1,31,5,15,0.333,4,11,0.364,1,4,0.25,9,9,1,2,4,6,3,0,1,1,3,20,14.7
Kentavious Caldwell-Pope,24-053,G,4/12/17,DET,ORL,1,29,6,18,0.333,3,8,0.375,3,10,0.3,5,6,0.833,0,4,4,0,0,0,2,3,20,7.4
Jimmy Butler,27-057,G-F,11/10/16,CHI,MIA,1,38,5,11,0.455,4,9,0.444,1,2,0.5,9,10,0.9,1,3,4,5,3,0,2,1,20,19.6
J.J. Redick,32-136,G,11/7/16,LAC,DET,1,24,6,9,0.667,3,5,0.6,3,4,0.75,5,5,1,0,1,1,0,0,0,0,0,20,16.4
Klay Thompson,26-275,G,11/9/16,GSW,DAL,1,29,8,13,0.615,4,6,0.667,4,7,0.571,0,0,,0,2,2,4,0,0,3,5,20,12.5
Vince Carter,39-287,G-F,11/8/16,MEM,DEN,0,31,8,13,0.615,5,6,0.833,3,7,0.429,1,2,0.5,0,3,3,5,0,2,0,3,20,18.3
Kyrie Irving,25-007,G,3/30/17,CLE,CHI,1,38,7,20,0.35,3,13,0.231,4,7,0.571,2,2,1,2,0,2,3,1,0,2,5,20,9.3
Mike Conley,29-122,G,2/10/17,MEM,GSW,1,33,6,16,0.375,2,10,0.2,4,6,0.667,4,4,1,2,3,5,9,3,0,2,0,20,20.8
Tyler Ulis,21-059,G,3/5/17,PHO,BOS,0,33,8,12,0.667,7,11,0.636,1,1,1,3,3,1,0,2,2,5,1,0,0,2,20,19.1
Al Horford,30-285,C-F,3/15/17,BOS,MIN,1,30,9,12,0.75,8,10,0.8,1,2,0.5,1,1,1,2,7,9,8,0,1,1,0,20,24
Tim Frazier,26-039,G,12/10/16,NOP,LAC,1,35,6,13,0.462,5,11,0.455,1,2,0.5,7,8,0.875,0,1,1,11,0,0,3,5,20,15.9
Brook Lopez,28-257,C,12/14/16,BRK,LAL,1,33,8,19,0.421,7,12,0.583,1,7,0.143,3,5,0.6,3,4,7,2,0,1,3,2,20,10.7
Blake Griffin,27-241,F,11/12/16,LAC,MIN,1,37,7,17,0.412,7,17,0.412,0,0,,6,8,0.75,1,10,11,4,0,1,2,3,20,14.1
Giannis Antetokounmpo,22-067,F-G,2/11/17,MIL,IND,1,34,4,9,0.444,4,8,0.5,0,1,0,12,14,0.857,2,6,8,10,1,2,2,5,20,23.1
Derrick Rose,28-087,G,12/30/16,NYK,NOP,1,38,9,21,0.429,8,19,0.421,1,2,0.5,1,1,1,0,2,2,1,3,0,4,2,20,8.4
Kyrie Irving,24-220,G,10/29/16,CLE,ORL,1,37,7,18,0.389,5,12,0.417,2,6,0.333,4,4,1,0,4,4,2,0,2,1,2,20,12.4
Kyle Lowry,30-320,G,2/8/17,TOR,MIN,1,37,6,19,0.316,2,6,0.333,4,13,0.308,4,5,0.8,2,0,2,5,1,0,3,2,20,10.8
James Johnson,29-354,F,2/8/17,MIA,MIL,0,30,7,12,0.583,5,7,0.714,2,5,0.4,4,5,0.8,1,3,4,4,2,2,3,1,20,18.4
Kyle Korver,35-343,G-F,2/23/17,CLE,NYK,0,31,7,12,0.583,1,2,0.5,6,10,0.6,0,0,,0,2,2,3,1,0,0,1,20,17.7
Tim Hardaway,24-359,G,3/10/17,ATL,TOR,1,34,8,13,0.615,5,8,0.625,3,5,0.6,1,1,1,1,1,2,6,2,0,3,2,20,17.5
Hassan Whiteside,27-180,C,12/10/16,MIA,CHI,1,33,9,19,0.474,9,19,0.474,0,0,,2,4,0.5,3,5,8,1,2,3,2,5,20,13.9
Nikola Jokic,21-350,C-F,2/3/17,DEN,MIL,1,32,8,15,0.533,6,11,0.545,2,4,0.5,2,2,1,6,6,12,11,1,0,2,0,20,25.4
Trevor Ariza,31-258,F,3/15/17,HOU,LAL,1,28,7,9,0.778,3,3,1,4,6,0.667,2,3,0.667,1,2,3,2,4,0,1,1,20,21.4
Malcolm Brogdon,24-078,G,2/27/17,MIL,CLE,0,31,8,15,0.533,5,8,0.625,3,7,0.429,1,3,0.333,0,3,3,5,1,0,2,2,20,14.5
C.J. McCollum,25-185,G,3/23/17,POR,NYK,1,34,8,17,0.471,6,12,0.5,2,5,0.4,2,2,1,1,3,4,1,0,0,1,1,20,12.2
Derrick Favors,25-206,F-C,2/6/17,UTA,ATL,1,26,10,12,0.833,10,11,0.909,0,1,0,0,0,,3,7,10,1,3,2,1,2,20,23.1
Myles Turner,20-219,F-C,10/29/16,IND,CHI,1,22,8,12,0.667,8,12,0.667,0,0,,4,5,0.8,1,3,4,2,0,3,1,2,20,17.7
