,PLAYER,POS,DATE,MP,PTS,GMSC
9416,Kris Humphries,PF,3/26/16,21,11,8.9
9433,Kris Humphries,PF,3/23/16,17,9,10.3
9657,Kris Humphries,PF,2/9/16,4,0,-0.1
9928,Kris Humphries,PF,11/24/15,9,0,-1
10121,Kris Humphries,PF,3/28/16,14,9,9.1
10537,Kris Humphries,PF,12/28/15,10,4,-1.3
11272,Kris Humphries,PF,11/21/15,17,0,-3.6
11440,Kris Humphries,PF,4/5/16,11,5,2
11476,Kris Humphries,PF,4/1/16,13,3,1.7
12339,Kris Humphries,PF,12/26/15,20,10,8.6
12372,Kris Humphries,PF,12/19/15,16,5,4.5
12543,Kris Humphries,PF,10/31/15,15,2,3.5
13006,Kris Humphries,PF,12/1/15,9,0,-2.3
13192,Kris Humphries,PF,4/11/16,11,3,1.2
13944,Kris Humphries,PF,2/21/16,24,7,7
14215,Kris Humphries,PF,12/2/15,11,9,7.2
14614,Kris Humphries,PF,12/30/15,12,6,1.5
14746,Kris Humphries,PF,11/14/15,30,23,18.3
14931,Kris Humphries,PF,3/4/16,22,14,14.2
15253,Kris Humphries,PF,1/1/16,13,11,9.2
16645,Kris Humphries,PF,10/28/15,26,11,6.1
16714,Kris Humphries,PF,3/30/16,14,4,-1
16725,Kris Humphries,PF,3/25/16,18,11,8.1
16761,Kris Humphries,PF,3/10/16,15,9,6
17057,Kris Humphries,PF,12/23/15,17,8,5.6
17180,Kris Humphries,PF,11/28/15,14,4,5
17250,Kris Humphries,PF,11/7/15,25,9,2.8
17410,Kris Humphries,PF,3/5/16,13,4,-0.8
17778,Kris Humphries,PF,12/14/15,18,5,4.5
17953,Kris Humphries,PF,11/4/15,23,7,4.3
18279,Kris Humphries,PF,4/7/16,3,0,-0.7
18796,Kris Humphries,PF,10/30/15,14,5,3.3
18878,Kris Humphries,PF,3/16/16,12,7,3.5
20083,Kris Humphries,PF,3/13/16,22,7,7.8
20298,Kris Humphries,PF,12/16/15,29,8,5.8
20506,Kris Humphries,PF,11/17/15,21,9,8.6
20964,Kris Humphries,PF,1/3/16,12,6,3.5
21071,Kris Humphries,PF,12/7/15,17,2,-0.6
23339,Kris Humphries,PF,3/12/16,15,5,5
24331,Kris Humphries,PF,3/8/16,18,8,2.6
,Kris Humphries Var,,,,22.10014514,
1243,Kristaps Porzingis,PF,3/16/16,26,2,-3.2
1899,Kristaps Porzingis,PF,1/31/16,20,14,10.3
4755,Kristaps Porzingis,PF,3/20/16,35,13,6.6
6387,Kristaps Porzingis,PF,11/8/15,26,12,10.1
6640,Kristaps Porzingis,PF,3/4/16,20,15,10.5
6892,Kristaps Porzingis,PF,12/10/15,34,13,10.3
7286,Kristaps Porzingis,PF,3/1/16,25,11,8.1
7902,Kristaps Porzingis,PF,2/26/16,25,18,17.3
8565,Kristaps Porzingis,PF,2/2/16,27,10,3.7
8620,Kristaps Porzingis,PF,1/26/16,31,15,11.7
9632,Kristaps Porzingis,PF,2/20/16,12,6,2.3
9643,Kristaps Porzingis,PF,2/9/16,30,20,16.1
10221,Kristaps Porzingis,PF,3/9/16,22,13,5.7
10397,Kristaps Porzingis,PF,1/22/16,28,13,3.1
10830,Kristaps Porzingis,PF,3/19/16,39,20,13.6
11292,Kristaps Porzingis,PF,11/20/15,26,7,5
11576,Kristaps Porzingis,PF,3/8/16,20,6,1.3
12537,Kristaps Porzingis,PF,10/31/15,21,8,4.6
12632,Kristaps Porzingis,PF,3/24/16,35,19,15
12653,Kristaps Porzingis,PF,3/11/16,31,23,15.2
13158,Kristaps Porzingis,PF,11/4/15,21,13,11.4
14723,Kristaps Porzingis,PF,11/15/15,23,10,2.4
14893,Kristaps Porzingis,PF,3/28/16,35,16,16.9
15124,Kristaps Porzingis,PF,1/29/16,24,7,9.1
15296,Kristaps Porzingis,PF,12/26/15,21,9,3.2
15540,Kristaps Porzingis,PF,11/13/15,28,11,7.9
15580,Kristaps Porzingis,PF,11/2/15,24,13,13
15875,Kristaps Porzingis,PF,1/5/16,32,17,15.5
15892,Kristaps Porzingis,PF,12/27/15,28,16,14.2
16153,Kristaps Porzingis,PF,3/26/16,41,19,13.1
16174,Kristaps Porzingis,PF,3/23/16,31,29,20.9
16215,Kristaps Porzingis,PF,2/24/16,36,22,16.4
16270,Kristaps Porzingis,PF,2/7/16,35,21,14
16547,Kristaps Porzingis,PF,11/21/15,36,24,27.9
16803,Kristaps Porzingis,PF,2/22/16,33,17,10.5
17552,Kristaps Porzingis,PF,2/4/16,24,5,0.7
17605,Kristaps Porzingis,PF,1/18/16,34,16,20
17649,Kristaps Porzingis,PF,1/12/16,27,26,21.6
18050,Kristaps Porzingis,PF,1/3/16,33,14,7.3
18169,Kristaps Porzingis,PF,11/11/15,32,10,7.9
18407,Kristaps Porzingis,PF,1/23/16,30,13,8.2
19228,Kristaps Porzingis,PF,2/19/16,35,18,11.6
19379,Kristaps Porzingis,PF,1/1/16,28,9,4.1
19492,Kristaps Porzingis,PF,12/16/15,29,11,8.6
19757,Kristaps Porzingis,PF,10/29/15,26,10,5.5
19958,Kristaps Porzingis,PF,12/21/15,25,9,6.1
20226,Kristaps Porzingis,PF,12/29/15,19,10,8.7
20342,Kristaps Porzingis,PF,12/12/15,19,0,-4.5
20346,Kristaps Porzingis,PF,12/7/15,35,28,21.9
20409,Kristaps Porzingis,PF,11/29/15,41,20,18.3
20675,Kristaps Porzingis,PF,1/10/16,30,15,12.6
20873,Kristaps Porzingis,PF,2/28/16,22,9,6.6
21484,Kristaps Porzingis,PF,11/10/15,20,8,1
21499,Kristaps Porzingis,PF,11/6/15,28,14,12.6
21776,Kristaps Porzingis,PF,1/8/16,33,28,18.6
21848,Kristaps Porzingis,PF,12/18/15,26,8,5.9
21911,Kristaps Porzingis,PF,11/17/15,31,29,24.1
22198,Kristaps Porzingis,PF,12/23/15,38,23,21.4
22912,Kristaps Porzingis,PF,12/19/15,29,10,9.6
22978,Kristaps Porzingis,PF,11/25/15,36,10,8.4
23030,Kristaps Porzingis,PF,10/28/15,24,16,9.8
23374,Kristaps Porzingis,PF,2/5/16,38,17,14.8
23768,Kristaps Porzingis,PF,1/6/16,31,12,7.3
23863,Kristaps Porzingis,PF,12/9/15,13,4,-1.3
24171,Kristaps Porzingis,PF,12/4/15,26,19,16.4
24728,Kristaps Porzingis,PF,1/13/16,37,12,10.7
24950,Kristaps Porzingis,PF,12/2/15,30,17,17.6
25198,Kristaps Porzingis,PF,11/23/15,37,20,15.3
25416,Kristaps Porzingis,PF,12/5/15,22,12,5
25501,Kristaps Porzingis,PF,1/20/16,29,16,13.3
25647,Kristaps Porzingis,PF,1/16/16,28,17,13.8
25757,Kristaps Porzingis,PF,11/27/15,24,11,6.4
,Kristaps Porzingis Var,,,,39.4428795,
1053,Kyle Anderson,SF,3/19/16,10,0,0.2
1583,Kyle Anderson,SF,2/24/16,29,14,13.9
4429,Kyle Anderson,SF,2/27/16,23,11,8.6
4804,Kyle Anderson,SF,3/5/16,28,4,6.3
5515,Kyle Anderson,SF,3/12/16,9,2,1.9
5919,Kyle Anderson,SF,1/25/16,16,7,5.1
7967,Kyle Anderson,SF,1/27/16,16,7,4.1
8261,Kyle Anderson,SF,4/7/16,20,8,10.6
8962,Kyle Anderson,SF,3/3/16,17,2,3.6
10092,Kyle Anderson,SF,10/28/15,13,4,3.3
10139,Kyle Anderson,SF,3/26/16,30,7,7.5
10322,Kyle Anderson,SF,2/3/16,18,0,-1.4
10892,Kyle Anderson,SF,3/8/16,21,8,7.5
10974,Kyle Anderson,SF,2/18/16,28,8,4.4
12063,Kyle Anderson,SF,4/10/16,18,4,3.2
12814,Kyle Anderson,SF,2/6/16,9,0,-0.4
13150,Kyle Anderson,SF,11/11/15,1,0,0
13843,Kyle Anderson,SF,3/17/16,15,0,2.4
13949,Kyle Anderson,SF,2/21/16,29,5,4
14821,Kyle Anderson,SF,4/12/16,20,4,4.1
15024,Kyle Anderson,SF,2/10/16,18,2,2.9
15103,Kyle Anderson,SF,1/30/16,18,10,11.1
15573,Kyle Anderson,SF,11/9/15,10,0,0.2
15597,Kyle Anderson,SF,11/2/15,6,0,0.3
16106,Kyle Anderson,PG,11/1/15,1,0,0
16299,Kyle Anderson,SF,2/1/16,22,9,9.4
16629,Kyle Anderson,SF,10/30/15,11,0,0.4
16760,Kyle Anderson,SF,3/10/16,14,3,4.8
16941,Kyle Anderson,SF,1/2/16,2,2,2
17219,Kyle Anderson,SF,11/20/15,7,1,2.6
17364,Kyle Anderson,SF,3/15/16,14,6,5.2
17480,Kyle Anderson,SF,2/19/16,29,14,10.8
17961,Kyle Anderson,SF,11/4/15,5,4,2.9
17990,Kyle Anderson,SF,3/2/16,19,7,6.3
18441,Kyle Anderson,SF,1/22/16,13,2,-0.4
18454,Kyle Anderson,SF,1/21/16,25,9,10.5
18671,Kyle Anderson,SF,11/16/15,7,0,-1.5
19179,Kyle Anderson,SF,4/8/16,35,2,-1.7
19459,Kyle Anderson,SF,12/21/15,4,0,0.3
19945,Kyle Anderson,SF,12/30/15,9,7,6.7
20310,Kyle Anderson,SF,12/16/15,17,6,5.2
20449,Kyle Anderson,SF,11/25/15,2,0,-1.4
20491,Kyle Anderson,SF,11/18/15,8,2,0.9
20610,Kyle Anderson,SF,2/5/16,23,5,4.4
21113,Kyle Anderson,SF,11/23/15,8,2,1.3
21220,Kyle Anderson,SF,3/30/16,15,2,3
21246,Kyle Anderson,SF,3/23/16,22,2,2.3
21634,Kyle Anderson,SF,3/21/16,7,0,-0.8
21747,Kyle Anderson,SF,1/17/16,12,8,6.2
21774,Kyle Anderson,SF,1/12/16,3,0,0.3
22193,Kyle Anderson,SF,12/28/15,10,4,3.7
22366,Kyle Anderson,SF,3/7/16,9,3,3.7
22427,Kyle Anderson,SF,1/14/16,5,2,3
22446,Kyle Anderson,SF,1/11/16,17,5,5.5
22599,Kyle Anderson,SF,12/23/15,20,10,12.9
22963,Kyle Anderson,SF,11/27/15,29,5,4
23137,Kyle Anderson,SF,12/26/15,15,4,1.6
23367,Kyle Anderson,SF,2/25/16,17,0,-2.6
23501,Kyle Anderson,SF,12/11/15,21,0,-0.7
23585,Kyle Anderson,SF,11/14/15,31,10,11.8
23639,Kyle Anderson,SF,11/7/15,13,4,3.2
23901,Kyle Anderson,SF,11/28/15,21,5,5.8
23959,Kyle Anderson,SF,3/28/16,36,13,16.7
24288,Kyle Anderson,SF,4/2/16,13,2,4.7
24472,Kyle Anderson,SF,1/4/16,9,2,1.2
24570,Kyle Anderson,SF,12/5/15,8,4,3.9
25056,Kyle Anderson,SF,3/25/16,24,6,5.9
25088,Kyle Anderson,SF,12/12/15,5,2,0.3
25228,Kyle Anderson,SF,11/21/15,18,8,8.5
25396,Kyle Anderson,SF,12/7/15,30,7,5.2
25447,Kyle Anderson,SF,11/30/15,5,0,-0.4
25626,Kyle Anderson,SF,4/13/16,30,15,20.4
25685,Kyle Anderson,SF,12/9/15,12,5,5.4
25741,Kyle Anderson,SF,12/2/15,19,4,4.3
25861,Kyle Anderson,SF,12/14/15,17,6,3.9
25932,Kyle Anderson,SF,1/6/16,19,13,11
25959,Kyle Anderson,SF,12/3/15,15,0,2.7
25997,Kyle Anderson,SF,4/5/16,23,11,13
,Kyle Anderson Var,,,,15.99333999,
338,Kyle Korver,SG,2/22/16,30,2,-0.8
2410,Kyle Korver,SG,1/21/16,28,9,5.8
2808,Kyle Korver,SG,3/19/16,36,11,6.2
4197,Kyle Korver,SG,11/30/15,34,11,6.1
4383,Kyle Korver,SG,3/1/16,34,11,12.1
5615,Kyle Korver,SG,1/20/16,29,6,8.7
6439,Kyle Korver,SG,4/13/16,29,3,-1.5
6598,Kyle Korver,SG,3/17/16,27,11,12.2
6898,Kyle Korver,SG,12/10/15,35,12,10.2
7712,Kyle Korver,SG,3/21/16,19,3,2.6
7946,Kyle Korver,SG,2/3/16,19,5,2
8172,Kyle Korver,SG,11/18/15,32,8,8.5
8548,Kyle Korver,SG,2/5/16,27,6,1.1
8687,Kyle Korver,SG,1/9/16,31,13,7.2
8833,Kyle Korver,SG,11/11/15,33,7,7.1
9008,Kyle Korver,SG,2/26/16,31,5,2.8
9063,Kyle Korver,SG,1/25/16,27,9,8.6
9115,Kyle Korver,SG,1/7/16,21,5,5.5
9160,Kyle Korver,SG,12/29/15,31,2,-2.5
9358,Kyle Korver,SG,4/9/16,26,5,0.4
9418,Kyle Korver,SG,3/26/16,29,12,6.7
9432,Kyle Korver,SG,3/23/16,32,15,11.9
10120,Kyle Korver,SG,3/28/16,29,12,11.6
10641,Kyle Korver,SG,12/18/15,35,11,9.6
10956,Kyle Korver,SG,2/20/16,40,12,5.7
11117,Kyle Korver,SG,1/15/16,41,17,13.8
11148,Kyle Korver,SG,1/13/16,23,7,2.8
11221,Kyle Korver,SG,12/4/15,33,7,6.9
11240,Kyle Korver,SG,11/25/15,36,11,10.2
11343,Kyle Korver,SG,11/13/15,31,11,7.2
11434,Kyle Korver,SG,4/5/16,29,11,5.7
11471,Kyle Korver,SG,4/1/16,41,14,11.9
11721,Kyle Korver,SG,1/27/16,32,14,14
11845,Kyle Korver,SG,1/16/16,21,3,1.7
11980,Kyle Korver,SG,11/6/15,33,22,28.1
12170,Kyle Korver,SG,2/10/16,30,10,12.6
13043,Kyle Korver,SG,11/24/15,33,15,11.8
13186,Kyle Korver,SG,4/11/16,32,3,-0.7
13485,Kyle Korver,SG,12/28/15,29,2,-3.3
13978,Kyle Korver,SG,1/23/16,34,11,9.3
14287,Kyle Korver,SG,11/9/15,32,5,2.8
14932,Kyle Korver,SG,3/4/16,29,15,16
15040,Kyle Korver,SG,2/8/16,36,16,16.7
15300,Kyle Korver,SG,12/26/15,25,3,-3.8
15778,Kyle Korver,SG,2/7/16,35,10,8.1
15883,Kyle Korver,SG,1/5/16,33,12,3.2
15968,Kyle Korver,SG,12/9/15,33,8,3.6
16330,Kyle Korver,SG,1/28/16,30,6,1.6
16711,Kyle Korver,SG,3/30/16,24,3,1.8
16727,Kyle Korver,SG,3/25/16,31,4,5
16768,Kyle Korver,SG,3/10/16,26,5,2.9
17245,Kyle Korver,SG,11/7/15,26,7,7.2
17397,Kyle Korver,SG,3/5/16,28,10,5.1
17433,Kyle Korver,SG,2/28/16,22,4,2.5
17729,Kyle Korver,SG,12/20/15,35,19,18.7
18051,Kyle Korver,SG,1/3/16,34,13,9.6
18260,Kyle Korver,SG,4/7/16,36,14,12.5
18515,Kyle Korver,SG,12/23/15,29,9,9.6
18879,Kyle Korver,SG,3/16/16,28,4,0.9
19042,Kyle Korver,SG,12/16/15,27,7,6.9
19676,Kyle Korver,SG,11/21/15,29,14,4
19756,Kyle Korver,SG,10/29/15,32,15,14.5
19844,Kyle Korver,SG,2/1/16,28,16,15
20043,Kyle Korver,SG,11/17/15,31,13,6.6
20082,Kyle Korver,SG,3/13/16,24,14,6.3
20135,Kyle Korver,SG,1/18/16,21,5,3.1
20641,Kyle Korver,SG,1/31/16,24,0,-3.1
20857,Kyle Korver,SG,11/3/15,34,9,3.5
20895,Kyle Korver,SG,2/19/16,35,18,10.8
21422,Kyle Korver,SG,12/2/15,31,12,7.2
21443,Kyle Korver,SG,11/27/15,34,13,8.7
21548,Kyle Korver,SG,10/27/15,29,7,1.6
22310,Kyle Korver,PG,11/1/15,31,6,0.7
22651,Kyle Korver,SG,12/21/15,29,9,6.2
23333,Kyle Korver,SG,3/12/16,31,15,17.1
23907,Kyle Korver,SG,11/28/15,25,6,4.4
24117,Kyle Korver,SG,12/14/15,33,5,0.2
24330,Kyle Korver,SG,3/8/16,26,8,4.1
24621,Kyle Korver,SG,11/15/15,34,11,9
25076,Kyle Korver,SG,12/12/15,25,5,2.7
,Kyle Korver Var,,,,21.62642405,
3349,Kyle Lowry,PG,3/6/16,38,17,17.9
4599,Kyle Lowry,PG,11/4/15,34,17,5.7
5421,Kyle Lowry,PG,3/28/16,36,14,2.4
5529,Kyle Lowry,PG,2/24/16,39,21,18.9
6530,Kyle Lowry,PG,3/25/16,42,15,7.6
6569,Kyle Lowry,PG,3/20/16,40,18,14.3
6926,Kyle Lowry,PG,12/5/15,38,41,37.1
8358,Kyle Lowry,PG,3/18/16,37,32,27.8
8405,Kyle Lowry,PG,3/8/16,42,23,16.9
8786,Kyle Lowry,PG,11/17/15,39,28,23.7
8805,Kyle Lowry,PG,11/15/15,39,22,15.9
9539,Kyle Lowry,PG,3/4/16,37,28,22.2
9850,Kyle Lowry,PG,12/20/15,25,13,9.8
10261,Kyle Lowry,PG,2/10/16,39,14,9.5
10986,Kyle Lowry,PG,2/8/16,38,25,24.2
11089,Kyle Lowry,PG,1/24/16,36,21,15.2
11590,Kyle Lowry,PG,2/26/16,43,43,41.6
11652,Kyle Lowry,PG,2/4/16,40,30,22.9
11735,Kyle Lowry,PG,1/26/16,36,29,24.2
12121,Kyle Lowry,PG,3/15/16,28,25,26.8
12142,Kyle Lowry,PG,3/14/16,41,33,29.2
12504,Kyle Lowry,PG,11/3/15,37,27,27.4
12825,Kyle Lowry,PG,2/1/16,32,10,3.4
13106,Kyle Lowry,PG,11/13/15,35,20,20.1
13753,Kyle Lowry,PG,4/12/16,26,11,7.5
13956,Kyle Lowry,PG,1/30/16,40,18,10.1
14394,Kyle Lowry,PG,3/17/16,43,28,15.1
14607,Kyle Lowry,PG,12/30/15,35,11,3.7
14680,Kyle Lowry,PG,11/22/15,38,13,11.8
14698,Kyle Lowry,PG,11/20/15,36,25,22.8
14919,Kyle Lowry,PG,3/12/16,45,16,6.3
15224,Kyle Lowry,PG,1/8/16,41,21,15.7
15437,Kyle Lowry,PG,11/29/15,34,17,11.9
15851,Kyle Lowry,PG,1/9/16,39,25,20.6
16250,Kyle Lowry,PG,2/21/16,40,18,15.2
16696,Kyle Lowry,PG,3/30/16,40,17,11
16741,Kyle Lowry,PG,3/10/16,38,19,13
16796,Kyle Lowry,PG,2/22/16,35,22,25.9
16825,Kyle Lowry,PG,1/20/16,37,14,9.5
17155,Kyle Lowry,PG,11/28/15,34,27,16.2
17965,Kyle Lowry,PG,4/5/16,40,21,13.1
18129,Kyle Lowry,PG,11/25/15,38,27,28.1
18210,Kyle Lowry,PG,11/1/15,29,15,19
18263,Kyle Lowry,PG,4/7/16,34,16,9.9
18306,Kyle Lowry,PG,3/26/16,28,11,8.3
18364,Kyle Lowry,PG,2/19/16,37,27,24
18384,Kyle Lowry,PG,2/2/16,42,26,23.4
18552,Kyle Lowry,PG,12/14/15,34,20,10.4
18762,Kyle Lowry,PG,10/30/15,34,14,15.3
18808,Kyle Lowry,PG,10/28/15,39,23,14.8
19289,Kyle Lowry,PG,1/28/16,41,26,26.8
20017,Kyle Lowry,PG,12/7/15,38,27,21.6
20236,Kyle Lowry,PG,12/28/15,40,28,28.8
20582,Kyle Lowry,PG,4/1/16,36,22,10.3
21315,Kyle Lowry,PG,1/18/16,40,31,32.5
21375,Kyle Lowry,PG,1/1/16,41,18,14
21413,Kyle Lowry,PG,12/2/15,37,31,25.3
21471,Kyle Lowry,PG,11/10/15,37,23,19.3
21502,Kyle Lowry,PG,11/6/15,32,17,7.9
21819,Kyle Lowry,PG,12/22/15,38,17,16.1
21932,Kyle Lowry,PG,11/11/15,29,23,22.3
22087,Kyle Lowry,PG,1/6/16,36,17,18.8
22135,Kyle Lowry,PG,1/3/16,39,22,15.8
22316,Kyle Lowry,PG,4/10/16,32,15,12.9
23097,Kyle Lowry,PG,1/4/16,35,23,27.2
23167,Kyle Lowry,PG,12/17/15,42,20,7.6
23415,Kyle Lowry,PG,1/14/16,47,24,17.8
23696,Kyle Lowry,PG,3/2/16,40,32,25.4
23791,Kyle Lowry,PG,12/26/15,32,16,11.4
24128,Kyle Lowry,PG,12/13/15,35,16,11.4
24788,Kyle Lowry,PG,12/11/15,35,12,4.6
24805,Kyle Lowry,PG,11/8/15,37,15,11
24932,Kyle Lowry,PG,12/3/15,37,16,15
25092,Kyle Lowry,PG,11/18/15,37,20,12.8
25181,Kyle Lowry,PG,1/22/16,38,15,14.3
25668,Kyle Lowry,PG,12/9/15,37,19,17
25712,Kyle Lowry,PG,12/18/15,38,21,17.5
,Kyle Lowry Var,,,,45.06903623,
1255,Kyle O'Quinn,PF,3/16/16,6,0,0.3
1912,Kyle O'Quinn,PF,1/31/16,8,4,2.6
4768,Kyle O'Quinn,PF,3/20/16,10,4,3.9
6404,Kyle O'Quinn,PF,11/8/15,11,1,1.6
6643,Kyle O'Quinn,PF,3/4/16,8,6,8.6
6904,Kyle O'Quinn,PF,12/10/15,13,6,9.7
7254,Kyle O'Quinn,PF,3/13/16,12,2,0.1
7290,Kyle O'Quinn,PF,3/1/16,25,11,5.8
7921,Kyle O'Quinn,PF,2/26/16,5,0,0.3
8632,Kyle O'Quinn,PF,1/26/16,3,3,2.3
9633,Kyle O'Quinn,PF,2/20/16,9,0,1.9
10223,Kyle O'Quinn,PF,3/9/16,11,4,6.2
10410,Kyle O'Quinn,PF,1/22/16,5,4,2
11317,Kyle O'Quinn,PF,11/20/15,4,0,-0.4
11579,Kyle O'Quinn,PF,3/8/16,18,10,8.3
12538,Kyle O'Quinn,PF,10/31/15,15,10,5.7
12667,Kyle O'Quinn,PF,3/11/16,6,0,-0.7
13160,Kyle O'Quinn,PF,11/4/15,19,8,7.2
14737,Kyle O'Quinn,PF,11/15/15,9,0,-0.5
14838,Kyle O'Quinn,PF,4/8/16,20,10,9.9
14909,Kyle O'Quinn,PF,3/28/16,5,0,1.3
15131,Kyle O'Quinn,PF,1/29/16,15,4,4.4
15294,Kyle O'Quinn,PF,12/26/15,22,7,2.9
15554,Kyle O'Quinn,PF,11/13/15,3,0,-2.5
15586,Kyle O'Quinn,PF,11/2/15,19,6,5.8
15907,Kyle O'Quinn,PF,12/27/15,11,4,-0.1
16217,Kyle O'Quinn,PF,2/24/16,16,19,18.5
16286,Kyle O'Quinn,PF,2/7/16,4,2,1
16812,Kyle O'Quinn,PF,2/22/16,9,0,-1
17298,Kyle O'Quinn,PF,4/1/16,19,9,8.2
17394,Kyle O'Quinn,PF,3/5/16,16,10,7.7
17560,Kyle O'Quinn,PF,2/4/16,2,0,-0.7
17618,Kyle O'Quinn,PF,1/18/16,7,4,4.7
17666,Kyle O'Quinn,PF,1/12/16,2,0,1
18062,Kyle O'Quinn,PF,1/3/16,3,0,-0.4
18179,Kyle O'Quinn,PF,11/11/15,12,6,7.1
18855,Kyle O'Quinn,PF,3/30/16,17,8,5.5
19241,Kyle O'Quinn,PF,2/19/16,7,3,1.9
19296,Kyle O'Quinn,PF,1/28/16,19,8,5.4
19385,Kyle O'Quinn,PF,1/1/16,12,2,1.7
19501,Kyle O'Quinn,PF,12/16/15,17,4,4.1
19755,Kyle O'Quinn,PF,10/29/15,22,10,11.5
20225,Kyle O'Quinn,PF,12/29/15,11,12,11.1
20329,Kyle O'Quinn,PF,12/12/15,19,14,13.6
20426,Kyle O'Quinn,PF,11/29/15,4,1,0.2
20571,Kyle O'Quinn,PF,4/12/16,15,4,4.2
20693,Kyle O'Quinn,PF,1/10/16,2,0,-0.4
21481,Kyle O'Quinn,PF,11/10/15,12,6,5
21512,Kyle O'Quinn,PF,11/6/15,17,6,5.7
21589,Kyle O'Quinn,PF,4/6/16,13,2,2.7
21794,Kyle O'Quinn,PF,1/8/16,1,0,0
21845,Kyle O'Quinn,PF,12/18/15,21,10,10.5
22039,Kyle O'Quinn,PF,4/3/16,12,6,6.7
22320,Kyle O'Quinn,PF,4/10/16,20,8,6
22915,Kyle O'Quinn,PF,12/19/15,20,4,3.7
22985,Kyle O'Quinn,PF,11/25/15,12,4,2.5
23023,Kyle O'Quinn,PF,10/28/15,23,8,10.6
23390,Kyle O'Quinn,PF,2/5/16,10,4,1.1
23781,Kyle O'Quinn,PF,1/6/16,5,2,-1.1
23847,Kyle O'Quinn,PF,12/9/15,16,9,11.7
24971,Kyle O'Quinn,PF,12/2/15,3,0,-0.5
25214,Kyle O'Quinn,PF,11/23/15,4,0,-1.8
25515,Kyle O'Quinn,PF,1/20/16,5,0,-0.8
25654,Kyle O'Quinn,PF,1/16/16,21,15,10.7
25759,Kyle O'Quinn,PF,11/27/15,19,5,7.4
,Kyle O'Quinn Var,,,,19.03221154,
73,Kyle Singler,SF,2/27/16,23,2,0.8
96,Kyle Singler,SF,2/6/16,11,0,-2.2
130,Kyle Singler,SF,3/3/16,20,9,8.7
242,Kyle Singler,SF,2/29/16,21,11,8.9
445,Kyle Singler,SF,4/9/16,16,8,4.5
573,Kyle Singler,SF,3/11/16,21,3,-0.3
654,Kyle Singler,SF,2/1/16,16,6,6.2
763,Kyle Singler,SF,1/29/16,26,3,-0.4
844,Kyle Singler,SF,2/25/16,17,0,-0.7
927,Kyle Singler,SF,4/3/16,17,6,5.7
1011,Kyle Singler,SF,12/6/15,14,2,-0.1
1073,Kyle Singler,SF,3/16/16,23,8,4.8
1226,Kyle Singler,SF,3/18/16,21,2,1.9
1415,Kyle Singler,SF,3/6/16,23,7,3.9
1803,Kyle Singler,SF,3/2/16,12,3,2.8
1826,Kyle Singler,SF,2/21/16,8,0,0
1840,Kyle Singler,SF,2/11/16,22,6,5.3
2095,Kyle Singler,SF,11/2/15,16,0,-3
2166,Kyle Singler,SF,4/5/16,14,0,-3.3
2269,Kyle Singler,SF,3/14/16,19,4,4
2498,Kyle Singler,SF,4/11/16,26,8,9
2658,Kyle Singler,SF,11/10/15,19,8,6.7
2881,Kyle Singler,SF,3/9/16,20,6,3.7
3029,Kyle Singler,SF,2/24/16,5,0,-0.1
3046,Kyle Singler,SF,2/19/16,13,2,3.2
3163,Kyle Singler,SF,1/10/16,2,0,-1.5
3300,Kyle Singler,SF,4/6/16,14,1,-1
3316,Kyle Singler,SF,3/29/16,18,6,5.4
3890,Kyle Singler,SF,1/4/16,14,6,2.8
4119,Kyle Singler,SF,2/8/16,19,7,7.6
4484,Kyle Singler,SF,1/27/16,23,2,1.3
4502,Kyle Singler,SF,1/19/16,12,7,8.7
4590,Kyle Singler,SF,11/18/15,21,5,3.5
4612,Kyle Singler,SF,11/4/15,6,0,-2.2
4646,Kyle Singler,PF,11/1/15,20,3,-1.1
4889,Kyle Singler,SF,11/5/15,4,0,-1.8
5221,Kyle Singler,SF,12/31/15,13,7,7.7
5285,Kyle Singler,SF,11/15/15,19,8,3.9
5310,Kyle Singler,SF,11/8/15,15,2,-2.1
5438,Kyle Singler,SF,3/28/16,12,0,-2.2
5521,Kyle Singler,SF,3/12/16,19,0,-4.3
5563,Kyle Singler,SF,2/3/16,14,5,4.2
6815,Kyle Singler,SF,1/2/16,15,1,-0.8
6857,Kyle Singler,SF,12/21/15,10,2,2.7
6921,Kyle Singler,SF,12/10/15,1,0,0.3
7450,Kyle Singler,SF,1/15/16,10,4,3
7987,Kyle Singler,SF,1/24/16,21,7,5.3
8330,Kyle Singler,SF,3/31/16,16,6,5.3
8633,Kyle Singler,SF,1/26/16,13,2,0.2
8764,Kyle Singler,SF,11/22/15,3,0,-1.5
9213,Kyle Singler,SF,12/19/15,7,0,-0.4
9690,Kyle Singler,SF,1/22/16,23,10,7.1
9748,Kyle Singler,SF,1/13/16,20,5,2.4
9902,Kyle Singler,SF,12/16/15,3,1,0.9
10150,Kyle Singler,SF,3/26/16,7,0,-1.9
10426,Kyle Singler,SF,1/20/16,21,11,10.6
10620,Kyle Singler,SF,12/23/15,6,2,1.3
11311,Kyle Singler,SF,11/20/15,14,2,-1
11351,Kyle Singler,SF,11/13/15,15,2,1.1
12563,Kyle Singler,SF,10/30/15,13,3,0.8
14825,Kyle Singler,SF,4/12/16,7,3,3.6
15344,Kyle Singler,SF,12/17/15,17,0,3.4
15432,Kyle Singler,SF,12/3/15,0,0,0
16852,Kyle Singler,SF,1/17/16,22,3,3.6
